INDEX:35839:<long>,Verse_ID:35839:<long>,OT_NT:35839:<string>,Book:35839:<string>,Book_Num:35839:<long>,Chapter_Num:35839:<string>,Verse_Num:35839:<long>,Verse_Code:35839:<string>,Verse:35839:<string>,Characters:35839:<long>,Typed:35839:<long>,Best_WPM:35839:<double>
9728,9729,OT,2-Kings,12,8,6,2-Kings_8:6,"And the king questioned the woman. And she explained it to him. And the king appointed a eunuch to her,0,0,0
9729,9730,OT,2-Kings,12,8,7,2-Kings_8:7,"Also,0,0,0
9730,9731,OT,2-Kings,12,8,8,2-Kings_8:8,"And the king said to Hazael: ""Take with you gifts. And go to meet the man of God. And consult the Lord through him,0,0,177
9731,9732,OT,2-Kings,12,8,9,2-Kings_8:9,"And so,0,0,0
9732,9733,OT,2-Kings,12,8,10,2-Kings_8:10,"And Elisha said to him: ""Go,0,0,119
9733,9734,OT,2-Kings,12,8,11,2-Kings_8:11,"And he stood beside him,0,102,0
9734,9735,OT,2-Kings,12,8,12,2-Kings_8:12,"And Hazael said to him,0,0,300
9735,9736,OT,2-Kings,12,8,13,2-Kings_8:13,"And Hazael said,0,0,0
9736,9737,OT,2-Kings,12,8,14,2-Kings_8:14,"And when he had departed from Elisha,0,0,0
9737,9738,OT,2-Kings,12,8,15,2-Kings_8:15,"And when the next day had arrived,0,0,0
9738,9739,OT,2-Kings,12,8,16,2-Kings_8:16,"In the fifth year of Joram,0,0,0
9739,9740,OT,2-Kings,12,8,17,2-Kings_8:17,"He was thirty-two years old when he had begun to reign,0,100,0
9740,9741,OT,2-Kings,12,8,18,2-Kings_8:18,"And he walked in the ways of the kings of Israel,0,177,0
9741,9742,OT,2-Kings,12,8,19,2-Kings_8:19,"But the Lord was not willing to destroy Judah,0,0,0
9742,9743,OT,2-Kings,12,8,20,2-Kings_8:20,"In his days,0,0,0
9743,9744,OT,2-Kings,12,8,21,2-Kings_8:21,"And so,0,0,0
9744,9745,OT,2-Kings,12,8,22,2-Kings_8:22,"And Idumea drew apart,0,0,0
9745,9746,OT,2-Kings,12,8,23,2-Kings_8:23,"Now the rest of the words of Jehoram,0,0,146
9746,9747,OT,2-Kings,12,8,24,2-Kings_8:24,"And Jehoram slept with his fathers,0,0,0
9747,9748,OT,2-Kings,12,8,25,2-Kings_8:25,"In the twelfth year of Joram,0,0,0
9748,9749,OT,2-Kings,12,8,26,2-Kings_8:26,"Ahaziah was twenty-two years old when he had begun to reign,0,0,0
9749,9750,OT,2-Kings,12,8,27,2-Kings_8:27,"And he walked in the ways of the house of Ahab. And he did what is evil before the Lord,0,167,0
9750,9751,OT,2-Kings,12,8,28,2-Kings_8:28,"Also,0,0,0
9751,9752,OT,2-Kings,12,8,29,2-Kings_8:29,"And he turned back,0,0,0
9752,9753,OT,2-Kings,12,9,1,2-Kings_9:1,"Now the prophet Elisha called one of the sons of the prophets,0,0,0
9753,9754,OT,2-Kings,12,9,2,2-Kings_9:2,"And when you arrive in that place,0,0,0
9754,9755,OT,2-Kings,12,9,3,2-Kings_9:3,"And taking the little bottle of oil,0,0,230
9755,9756,OT,2-Kings,12,9,4,2-Kings_9:4,"Therefore,0,0,0
9756,9757,OT,2-Kings,12,9,5,2-Kings_9:5,"And he entered that place,0,0,0
9757,9758,OT,2-Kings,12,9,6,2-Kings_9:6,"And he rose up and entered into the room. And he poured the oil on his head,0,0,0
9758,9759,OT,2-Kings,12,9,7,2-Kings_9:7,"And you shall strike down the house of Ahab,0,0,0
9759,9760,OT,2-Kings,12,9,8,2-Kings_9:8,"And I will destroy the entire house of Ahab. And I will cause to pass away from Ahab,0,0,0
9760,9761,OT,2-Kings,12,9,9,2-Kings_9:9,"And I will make the house of Ahab like the house of Jeroboam,0,0,0
9761,9762,OT,2-Kings,12,9,10,2-Kings_9:10,"Also,0,0,0
9762,9763,OT,2-Kings,12,9,11,2-Kings_9:11,"Then Jehu went out to the servants of his lord. And they said to him: ""Is everything well? Why has this insane man come to you?"" And he said to them,0,0,187
9763,9764,OT,2-Kings,12,9,12,2-Kings_9:12,"But they responded,0,0,0
9764,9765,OT,2-Kings,12,9,13,2-Kings_9:13,"And so they hurried away. And each one,0,0,0
9765,9766,OT,2-Kings,12,9,14,2-Kings_9:14,"Then Jehu,0,0,0
9766,9767,OT,2-Kings,12,9,15,2-Kings_9:15,"And he had returned,0,0,0
9767,9768,OT,2-Kings,12,9,16,2-Kings_9:16,"And he climbed up and set out for Jezreel,0,0,0
9768,9769,OT,2-Kings,12,9,17,2-Kings_9:17,"And so the watchman,0,0,0
9769,9770,OT,2-Kings,12,9,18,2-Kings_9:18,"Therefore,0,0,0
9770,9771,OT,2-Kings,12,9,19,2-Kings_9:19,"And then he sent a second chariot of horses. And he went to them,0,0,188
9771,9772,OT,2-Kings,12,9,20,2-Kings_9:20,"Then the watchman gave a report,0,0,0
9772,9773,OT,2-Kings,12,9,21,2-Kings_9:21,"And Joram said,0,0,0
9773,9774,OT,2-Kings,12,9,22,2-Kings_9:22,"And when Joram had seen Jehu,0,0,0
9774,9775,OT,2-Kings,12,9,23,2-Kings_9:23,"Then Joram turned his hand,0,0,0
9775,9776,OT,2-Kings,12,9,24,2-Kings_9:24,"But Jehu bent his bow with his hand,0,0,157
9776,9777,OT,2-Kings,12,9,25,2-Kings_9:25,"And Jehu said to Bidkar,0,0,0
9777,9778,OT,2-Kings,12,9,26,2-Kings_9:26,"'Certainly,0,0,0
9778,9779,OT,2-Kings,12,9,27,2-Kings_9:27,"But Ahaziah,0,0,0
9779,9780,OT,2-Kings,12,9,28,2-Kings_9:28,"And his servants placed him upon his chariot,0,0,154
9780,9781,OT,2-Kings,12,9,29,2-Kings_9:29,"In the eleventh year of Joram,0,0,75
9781,9782,OT,2-Kings,12,9,30,2-Kings_9:30,"And Jehu went into Jezreel. But Jezebel,0,0,0
9782,9783,OT,2-Kings,12,9,31,2-Kings_9:31,"as Jehu was entering through the gate. And she said,0,0,123
9783,9784,OT,2-Kings,12,9,32,2-Kings_9:32,"And Jehu lifted up his face to the window,0,0,124
9784,9785,OT,2-Kings,12,9,33,2-Kings_9:33,"And he said to them,0,0,0
9785,9786,OT,2-Kings,12,9,34,2-Kings_9:34,"And when he had entered,0,0,0
9786,9787,OT,2-Kings,12,9,35,2-Kings_9:35,"But when they had gone,0,0,0
9787,9788,OT,2-Kings,12,9,36,2-Kings_9:36,"And returning,0,0,0
9788,9789,OT,2-Kings,12,9,37,2-Kings_9:37,"And the flesh of Jezebel will be like dung upon the face of the earth,0,0,160
9789,9790,OT,2-Kings,12,10,1,2-Kings_10:1,"Now Ahab had seventy sons in Samaria. And so Jehu wrote letters,0,0,0
9790,9791,OT,2-Kings,12,10,2,2-Kings_10:2,"""Immediately when you receive these letters,0,0,0
9791,9792,OT,2-Kings,12,10,3,2-Kings_10:3,"choose him who is better and who pleases you from among the sons of your lord,0,0,158
9792,9793,OT,2-Kings,12,10,4,2-Kings_10:4,"But they were vehemently afraid,0,0,143
9793,9794,OT,2-Kings,12,10,5,2-Kings_10:5,"Therefore,0,0,0
9794,9795,OT,2-Kings,12,10,6,2-Kings_10:6,"Then he again wrote letters to them a second time,0,0,0
9795,9796,OT,2-Kings,12,10,7,2-Kings_10:7,"And when the letters had arrived to them,0,0,0
9796,9797,OT,2-Kings,12,10,8,2-Kings_10:8,"Then a messenger arrived and reported to him,0,0,0
9797,9798,OT,2-Kings,12,10,9,2-Kings_10:9,"And when it had become light,0,0,0
9798,9799,OT,2-Kings,12,10,10,2-Kings_10:10,"Now therefore,0,0,0
9799,9800,OT,2-Kings,12,10,11,2-Kings_10:11,"And so,0,0,0
9800,9801,OT,2-Kings,12,10,12,2-Kings_10:12,"And he rose up and went to Samaria. And when he had arrived at the shepherds' cabin along the way,0,98,0
9801,9802,OT,2-Kings,12,10,13,2-Kings_10:13,"he found the brothers of Ahaziah,0,0,0
9802,9803,OT,2-Kings,12,10,14,2-Kings_10:14,"And he said,0,0,0
9803,9804,OT,2-Kings,12,10,15,2-Kings_10:15,"And when he had gone away from there,0,0,0
9804,9805,OT,2-Kings,12,10,16,2-Kings_10:16,"And he said to him,0,0,105
9805,9806,OT,2-Kings,12,10,17,2-Kings_10:17,"And he led him into Samaria. And he struck down all who were left behind of Ahab in Samaria,0,0,0
9806,9807,OT,2-Kings,12,10,18,2-Kings_10:18,"Then Jehu gathered together the entire people. And he said to them: ""Ahab worshipped Baal a little,0,133,0
9807,9808,OT,2-Kings,12,10,19,2-Kings_10:19,"Now therefore,0,0,0
9808,9809,OT,2-Kings,12,10,20,2-Kings_10:20,"And he said: ""Sanctify a day of solemnity for Baal."" And he summoned",68,0,0
9809,9810,OT,2-Kings,12,10,21,2-Kings_10:21,"and sent into all the borders of Israel. And all the servants of Baal came. There was left behind not even one who did not arrive. And they entered into the temple of Baal. And the house of Baal was filled,0,235,0
9810,9811,OT,2-Kings,12,10,22,2-Kings_10:22,"And he said to those who were over the vestments,0,146,0
9811,9812,OT,2-Kings,12,10,23,2-Kings_10:23,"And Jehu,0,0,0
9812,9813,OT,2-Kings,12,10,24,2-Kings_10:24,"Then they entered,0,0,0
9813,9814,OT,2-Kings,12,10,25,2-Kings_10:25,"Then it happened that,0,0,0
9814,9815,OT,2-Kings,12,10,26,2-Kings_10:26,"and they took away the statue from the shrine of Baal,0,76,0
9815,9816,OT,2-Kings,12,10,27,2-Kings_10:27,"and crushed it. They also tore down the temple of Baal,0,0,106
9816,9817,OT,2-Kings,12,10,28,2-Kings_10:28,And thus did Jehu wipe away Baal from Israel.,45,0,0
9817,9818,OT,2-Kings,12,10,29,2-Kings_10:29,"Yet truly,0,0,0
9818,9819,OT,2-Kings,12,10,30,2-Kings_10:30,"Then the Lord said to Jehu: ""Since you have diligently carried out what was right and pleasing in my eyes,0,0,0
9819,9820,OT,2-Kings,12,10,31,2-Kings_10:31,"But Jehu did not take care,0,0,0
9820,9821,OT,2-Kings,12,10,32,2-Kings_10:32,"In those days,0,0,111
9821,9822,OT,2-Kings,12,10,33,2-Kings_10:33,"from the Jordan opposite the eastern region,0,0,0
9822,9823,OT,2-Kings,12,10,34,2-Kings_10:34,"But the rest of the words of Jehu,0,0,0
9823,9824,OT,2-Kings,12,10,35,2-Kings_10:35,"And Jehu slept with his fathers,0,0,0
9824,9825,OT,2-Kings,12,10,36,2-Kings_10:36,"Now the days during which Jehu reigned over Israel,0,0,88
9825,9826,OT,2-Kings,12,11,1,2-Kings_11:1,"Truly,0,0,0
9826,9827,OT,2-Kings,12,11,2,2-Kings_11:2,"But Jehosheba,0,0,0
9827,9828,OT,2-Kings,12,11,3,2-Kings_11:3,"And he was with her for six years,0,103,0
9828,9829,OT,2-Kings,12,11,4,2-Kings_11:4,"Then,0,0,0
9829,9830,OT,2-Kings,12,11,5,2-Kings_11:5,"And he commanded them,0,66,0
9830,9831,OT,2-Kings,12,11,6,2-Kings_11:6,"Let one third part of you enter on the Sabbath,0,273,0
9831,9832,OT,2-Kings,12,11,7,2-Kings_11:7,"Yet truly,0,0,0
9832,9833,OT,2-Kings,12,11,8,2-Kings_11:8,"And you shall surround him,0,0,0
9833,9834,OT,2-Kings,12,11,9,2-Kings_11:9,"And the centurions acted in accord with all the things that Jehoiada,0,0,0
9834,9835,OT,2-Kings,12,11,10,2-Kings_11:10,"And he gave to them the spears and weapons of king David,0,94,0
9835,9836,OT,2-Kings,12,11,11,2-Kings_11:11,"And they stood,0,0,0
9836,9837,OT,2-Kings,12,11,12,2-Kings_11:12,"And he led forth the son of the king. And he placed the diadem on him,0,0,0
9837,9838,OT,2-Kings,12,11,13,2-Kings_11:13,"Then Athaliah heard the sound of the people running. And entering to the crowd at the temple of the Lord,0,105,0
9838,9839,OT,2-Kings,12,11,14,2-Kings_11:14,"she saw the king standing upon a tribunal,0,0,0
9839,9840,OT,2-Kings,12,11,15,2-Kings_11:15,"But Jehoiada gave orders to the centurions who were over the army,0,0,0
9840,9841,OT,2-Kings,12,11,16,2-Kings_11:16,"And they laid hands on her. And they pushed her through the way by which horses enter,0,131,0
9841,9842,OT,2-Kings,12,11,17,2-Kings_11:17,"Then Jehoiada formed a covenant between the Lord,0,0,161
9842,9843,OT,2-Kings,12,11,18,2-Kings_11:18,"And all the people of the land entered the temple of Baal,0,0,0
9843,9844,OT,2-Kings,12,11,19,2-Kings_11:19,"And he took the centurions,0,0,0
9844,9845,OT,2-Kings,12,11,20,2-Kings_11:20,And all the people of the land rejoiced. And the city was quieted. But Athaliah was slain with the sword at the house of the king.,130,0,0
9845,9846,OT,2-Kings,12,11,21,2-Kings_11:21,Now Jehoash was seven years old when he had begun to reign.,59,0,0
9846,9847,OT,2-Kings,12,12,1,2-Kings_12:1,"In the seventh year of Jehu,0,140,0
9847,9848,OT,2-Kings,12,12,2,2-Kings_12:2,"And Jehoash did what was right in the sight of the Lord,0,0,0
9848,9849,OT,2-Kings,12,12,3,2-Kings_12:3,"Yet still he did not take away the high places. For the people were still immolating,0,0,126
9849,9850,OT,2-Kings,12,12,4,2-Kings_12:4,"And Jehoash said to the priests: ""All of the money for the holy things,0,0,0
9850,9851,OT,2-Kings,12,12,5,2-Kings_12:5,"let the priests,0,0,0
9851,9852,OT,2-Kings,12,12,6,2-Kings_12:6,"And yet,0,0,113
9852,9853,OT,2-Kings,12,12,7,2-Kings_12:7,"And king Jehoash called the high priest,0,0,0
9853,9854,OT,2-Kings,12,12,8,2-Kings_12:8,And so the priests were prohibited from accepting any more money from the people to repair the surfaces of the house.,117,0,0
9854,9855,OT,2-Kings,12,12,9,2-Kings_12:9,"And the high priest,0,0,0
9855,9856,OT,2-Kings,12,12,10,2-Kings_12:10,"And when they saw that there was a great amount of money in the chest,0,208,0
9856,9857,OT,2-Kings,12,12,11,2-Kings_12:11,"And they gave it out,0,0,0
9857,9858,OT,2-Kings,12,12,12,2-Kings_12:12,"and restoring the surfaces,0,0,0
9858,9859,OT,2-Kings,12,12,13,2-Kings_12:13,"Yet truly,0,0,0
9859,9860,OT,2-Kings,12,12,14,2-Kings_12:14,"For it was given to those who were doing the work,0,100,0
9860,9861,OT,2-Kings,12,12,15,2-Kings_12:15,"And they did not ration the money to the men who received it in order to distribute it to the artisans. Instead,0,141,0
9861,9862,OT,2-Kings,12,12,16,2-Kings_12:16,"Yet truly,0,0,0
9862,9863,OT,2-Kings,12,12,17,2-Kings_12:17,"Then Hazael,0,0,0
9863,9864,OT,2-Kings,12,12,18,2-Kings_12:18,"For this reason,0,0,0
9864,9865,OT,2-Kings,12,12,19,2-Kings_12:19,"Now the rest of the words of Jehoash,0,0,146
9865,9866,OT,2-Kings,12,12,20,2-Kings_12:20,"Then his servants rose up and conspired among themselves. And they struck down Jehoash,0,0,135
9866,9867,OT,2-Kings,12,12,21,2-Kings_12:21,"For Jozacar,0,0,0
9867,9868,OT,2-Kings,12,13,1,2-Kings_13:1,"In the twenty-third year of Jehoash,0,0,0
9868,9869,OT,2-Kings,12,13,2,2-Kings_13:2,"And he did evil before the Lord. And he followed the sins of Jeroboam,0,0,152
9869,9870,OT,2-Kings,12,13,3,2-Kings_13:3,"And the fury of the Lord was enraged against Israel,0,0,0
9870,9871,OT,2-Kings,12,13,4,2-Kings_13:4,"But Jehoahaz petitioned the face of the Lord,0,0,150
9871,9872,OT,2-Kings,12,13,5,2-Kings_13:5,"And the Lord gave a savior to Israel. And they were freed from the hand of the king of Syria. And the sons of Israel lived in their tabernacles,0,182,0
9872,9873,OT,2-Kings,12,13,6,2-Kings_13:6,"Yet truly,0,0,0
9873,9874,OT,2-Kings,12,13,7,2-Kings_13:7,"And there was left to Jehoahaz from the people nothing but fifty horsemen,0,0,0
9874,9875,OT,2-Kings,12,13,8,2-Kings_13:8,"But the rest of the words of Jehoahaz,0,0,0
9875,9876,OT,2-Kings,12,13,9,2-Kings_13:9,"And Jehoahaz slept with his fathers,0,0,0
9876,9877,OT,2-Kings,12,13,10,2-Kings_13:10,"In the thirty-seventh year of Jehoash,0,0,0
9877,9878,OT,2-Kings,12,13,11,2-Kings_13:11,"And he did what is evil in the sight of the Lord. He did not turn aside from all the sins of Jeroboam,0,0,0
9878,9879,OT,2-Kings,12,13,12,2-Kings_13:12,"But the rest of the words of Joash,0,0,0
9879,9880,OT,2-Kings,12,13,13,2-Kings_13:13,"And Joash slept with his fathers. Then Jeroboam sat upon his throne. And Joash was buried in Samaria,0,127,0
9880,9881,OT,2-Kings,12,13,14,2-Kings_13:14,"Now Elisha was sick of the infirmity from which he also died. And Joash,0,0,0
9881,9882,OT,2-Kings,12,13,15,2-Kings_13:15,"And Elisha said to him,0,0,98
9882,9883,OT,2-Kings,12,13,16,2-Kings_13:16,"he said to the king of Israel,0,0,151
9883,9884,OT,2-Kings,12,13,17,2-Kings_13:17,"And he said,0,0,0
9884,9885,OT,2-Kings,12,13,18,2-Kings_13:18,"And he said,0,0,0
9885,9886,OT,2-Kings,12,13,19,2-Kings_13:19,"the man of God became angry against him. And he said: ""If you had struck five or six or seven times,0,0,203
9886,9887,OT,2-Kings,12,13,20,2-Kings_13:20,"Then Elisha died,0,101,0
9887,9888,OT,2-Kings,12,13,21,2-Kings_13:21,"But certain ones who were burying a man saw the robbers,0,0,0
9888,9889,OT,2-Kings,12,13,22,2-Kings_13:22,"Now Hazael,0,0,80
9889,9890,OT,2-Kings,12,13,23,2-Kings_13:23,"But the Lord took pity on them,0,0,0
9890,9891,OT,2-Kings,12,13,24,2-Kings_13:24,"Then Hazael,0,0,0
9891,9892,OT,2-Kings,12,13,25,2-Kings_13:25,"Now Joash,0,0,0
9892,9893,OT,2-Kings,12,14,1,2-Kings_14:1,"In the second year of Joash,0,0,0
9893,9894,OT,2-Kings,12,14,2,2-Kings_14:2,He was twenty-five years old when he had begun to reign. And he reigned for twenty-nine years in Jerusalem. The name of his mother was Jehoaddin from Jerusalem.,160,0,0
9894,9895,OT,2-Kings,12,14,3,2-Kings_14:3,"And he did what is right before the Lord,0,0,0
9895,9896,OT,2-Kings,12,14,4,2-Kings_14:4,"except for this alone: he did not take away the high places. For still the people were immolating,0,0,139
9896,9897,OT,2-Kings,12,14,5,2-Kings_14:5,"And when he had obtained the kingdom,0,0,111
9897,9898,OT,2-Kings,12,14,6,2-Kings_14:6,"But the sons of those who had been killed he did not put to death,0,0,0
9898,9899,OT,2-Kings,12,14,7,2-Kings_14:7,"He struck down ten thousand men of Idumea,0,0,0
9899,9900,OT,2-Kings,12,14,8,2-Kings_14:8,"Then Amaziah sent messengers to Joash,0,0,0
9900,9901,OT,2-Kings,12,14,9,2-Kings_14:9,"And Joash,0,0,0
9901,9902,OT,2-Kings,12,14,10,2-Kings_14:10,"You have struck and prevailed over Idumea. And your heart has lifted you up. Be content with your own glory,0,0,0
9902,9903,OT,2-Kings,12,14,11,2-Kings_14:11,"But Amaziah was not quieted. And so Joash,0,0,0
9903,9904,OT,2-Kings,12,14,12,2-Kings_14:12,"And Judah was struck down before Israel,0,0,80
9904,9905,OT,2-Kings,12,14,13,2-Kings_14:13,"And truly,0,0,0
9905,9906,OT,2-Kings,12,14,14,2-Kings_14:14,"And he took away all the gold and silver,0,0,0
9906,9907,OT,2-Kings,12,14,15,2-Kings_14:15,"But the rest of the words of Joash,0,0,0
9907,9908,OT,2-Kings,12,14,16,2-Kings_14:16,"And Joash slept with his fathers,0,0,0
9908,9909,OT,2-Kings,12,14,17,2-Kings_14:17,"Now Amaziah,0,0,0
9909,9910,OT,2-Kings,12,14,18,2-Kings_14:18,"And the rest of the words of Amaziah,0,125,0
9910,9911,OT,2-Kings,12,14,19,2-Kings_14:19,"And they made a conspiracy against him in Jerusalem. And he fled to Lachish. And they sent after him,0,0,140
9911,9912,OT,2-Kings,12,14,20,2-Kings_14:20,"And they carried him away on horses. And he was buried in Jerusalem with his fathers,0,107,0
9912,9913,OT,2-Kings,12,14,21,2-Kings_14:21,"Then all the people of Judah took Azariah,0,0,0
9913,9914,OT,2-Kings,12,14,22,2-Kings_14:22,"He built up Elath,0,0,92
9914,9915,OT,2-Kings,12,14,23,2-Kings_14:23,"In the fifteenth year of Amaziah,0,0,0
9915,9916,OT,2-Kings,12,14,24,2-Kings_14:24,"And he did what is evil before the Lord. He did not withdraw from all the sins of Jeroboam,0,0,135
9916,9917,OT,2-Kings,12,14,25,2-Kings_14:25,"He restored the borders of Israel,0,0,0
9917,9918,OT,2-Kings,12,14,26,2-Kings_14:26,"For the Lord saw the exceedingly bitter affliction of Israel,0,0,0
9918,9919,OT,2-Kings,12,14,27,2-Kings_14:27,"But the Lord did not say that he would wipe away the name of Israel from under heaven. So instead,0,0,155
9919,9920,OT,2-Kings,12,14,28,2-Kings_14:28,"But the rest of the words of Jeroboam,0,0,0
9920,9921,OT,2-Kings,12,14,29,2-Kings_14:29,"And Jeroboam slept with his fathers,0,0,0
9921,9922,OT,2-Kings,12,15,1,2-Kings_15:1,"In the twenty-seventh year of Jeroboam,0,0,0
9922,9923,OT,2-Kings,12,15,2,2-Kings_15:2,"He was sixteen years old when he had begun to reign,0,151,0
9923,9924,OT,2-Kings,12,15,3,2-Kings_15:3,"And he did what was pleasing before the Lord,0,0,0
9924,9925,OT,2-Kings,12,15,4,2-Kings_15:4,"Yet truly,0,0,0
9925,9926,OT,2-Kings,12,15,5,2-Kings_15:5,"Now the Lord struck the king,0,0,0
9926,9927,OT,2-Kings,12,15,6,2-Kings_15:6,"Now the rest of the words of Azariah,0,0,146
9927,9928,OT,2-Kings,12,15,7,2-Kings_15:7,"And Azariah slept with his fathers,0,0,0
9928,9929,OT,2-Kings,12,15,8,2-Kings_15:8,"In the thirty-eighth year of Azariah,0,0,0
9929,9930,OT,2-Kings,12,15,9,2-Kings_15:9,"And he did what is evil before the Lord,0,0,0
9930,9931,OT,2-Kings,12,15,10,2-Kings_15:10,"Then Shallum,0,0,0
9931,9932,OT,2-Kings,12,15,11,2-Kings_15:11,"Now the rest of the words of Zechariah,0,128,0
9932,9933,OT,2-Kings,12,15,12,2-Kings_15:12,"This was the word of the Lord,0,0,0
9933,9934,OT,2-Kings,12,15,13,2-Kings_15:13,"Shallum,0,0,0
9934,9935,OT,2-Kings,12,15,14,2-Kings_15:14,"And Menahem,0,0,0
9935,9936,OT,2-Kings,12,15,15,2-Kings_15:15,"Now the rest of the words of Shallum,0,0,0
9936,9937,OT,2-Kings,12,15,16,2-Kings_15:16,"Then Menahem struck Tirzah,0,0,0
9937,9938,OT,2-Kings,12,15,17,2-Kings_15:17,"In the thirty-ninth year of Azariah,0,0,0
9938,9939,OT,2-Kings,12,15,18,2-Kings_15:18,"And he did what was evil before the Lord. He did not withdraw from the sins of Jeroboam,0,0,0
9939,9940,OT,2-Kings,12,15,19,2-Kings_15:19,"Then Pul,0,0,0
9940,9941,OT,2-Kings,12,15,20,2-Kings_15:20,"And Menahem proclaimed a tax upon Israel,0,0,0
9941,9942,OT,2-Kings,12,15,21,2-Kings_15:21,"Now the rest of the words of Menahem,0,0,147
9942,9943,OT,2-Kings,12,15,22,2-Kings_15:22,"And Menahem slept with his fathers. And Pekahiah,0,0,80
9943,9944,OT,2-Kings,12,15,23,2-Kings_15:23,"In the fiftieth year of Azariah,0,0,0
9944,9945,OT,2-Kings,12,15,24,2-Kings_15:24,"And he did what was evil before the Lord. He did not withdraw from the sins of Jeroboam,0,0,132
9945,9946,OT,2-Kings,12,15,25,2-Kings_15:25,"Then Pekah,0,0,0
9946,9947,OT,2-Kings,12,15,26,2-Kings_15:26,"Now the rest of the words of Pekahiah,0,0,148
9947,9948,OT,2-Kings,12,15,27,2-Kings_15:27,"In the fifty-second year of Azariah,0,0,0
9948,9949,OT,2-Kings,12,15,28,2-Kings_15:28,"And he did what was evil before the Lord. He did not withdraw from the sins of Jeroboam,0,0,132
9949,9950,OT,2-Kings,12,15,29,2-Kings_15:29,"In the days of Pekah,0,0,0
9950,9951,OT,2-Kings,12,15,30,2-Kings_15:30,"Then Hoshea,0,0,0
9951,9952,OT,2-Kings,12,15,31,2-Kings_15:31,"Now the rest of the words of Pekah,0,0,145
9952,9953,OT,2-Kings,12,15,32,2-Kings_15:32,"In the second year of Pekah,0,0,0
9953,9954,OT,2-Kings,12,15,33,2-Kings_15:33,"He was twenty-five years old when he had begun to reign,0,0,162
9954,9955,OT,2-Kings,12,15,34,2-Kings_15:34,"And he did what was pleasing before the Lord. In accord with all that his father,0,0,0
9955,9956,OT,2-Kings,12,15,35,2-Kings_15:35,"Yet truly,0,0,0
9956,9957,OT,2-Kings,12,15,36,2-Kings_15:36,"Now the rest of the words of Jotham,0,0,145
9957,9958,OT,2-Kings,12,15,37,2-Kings_15:37,"In those days,0,0,0
9958,9959,OT,2-Kings,12,15,38,2-Kings_15:38,"And Jotham slept with his fathers,0,0,0
9959,9960,OT,2-Kings,12,16,1,2-Kings_16:1,"In the seventeenth year of Pekah,0,0,0
9960,9961,OT,2-Kings,12,16,2,2-Kings_16:2,"Ahaz was twenty years old when he had begun to reign,0,0,0
9961,9962,OT,2-Kings,12,16,3,2-Kings_16:3,"Instead,0,0,0
9962,9963,OT,2-Kings,12,16,4,2-Kings_16:4,"Also,0,0,0
9963,9964,OT,2-Kings,12,16,5,2-Kings_16:5,"Then Rezin,0,0,0
9964,9965,OT,2-Kings,12,16,6,2-Kings_16:6,"At that time,0,0,0
9965,9966,OT,2-Kings,12,16,7,2-Kings_16:7,"Then Ahaz sent messengers to Tiglath-pileser,0,0,0
9966,9967,OT,2-Kings,12,16,8,2-Kings_16:8,"And when he had collected the silver and the gold that could be found in the house of the Lord,0,0,181
9967,9968,OT,2-Kings,12,16,9,2-Kings_16:9,"And he agreed to his will. For the king of the Assyrians ascended against Damascus,0,176,0
9968,9969,OT,2-Kings,12,16,10,2-Kings_16:10,"And king Ahaz traveled to Damascus to meet Tiglath-pileser,0,0,0
9969,9970,OT,2-Kings,12,16,11,2-Kings_16:11,"And Uriah,0,0,0
9970,9971,OT,2-Kings,12,16,12,2-Kings_16:12,"And when the king had arrived from Damascus,0,0,0
9971,9972,OT,2-Kings,12,16,13,2-Kings_16:13,"And he offered libations,0,0,0
9972,9973,OT,2-Kings,12,16,14,2-Kings_16:14,"But the altar of brass,0,0,0
9973,9974,OT,2-Kings,12,16,15,2-Kings_16:15,"Also,0,0,0
9974,9975,OT,2-Kings,12,16,16,2-Kings_16:16,"And so Uriah,0,0,88
9975,9976,OT,2-Kings,12,16,17,2-Kings_16:17,"Then king Ahaz took away the engraved bases,0,0,204
9976,9977,OT,2-Kings,12,16,18,2-Kings_16:18,"Also,0,0,0
9977,9978,OT,2-Kings,12,16,19,2-Kings_16:19,"Now the rest of the words of Ahaz that he did,0,134,0
9978,9979,OT,2-Kings,12,16,20,2-Kings_16:20,"And Ahaz slept with his fathers,0,0,0
9979,9980,OT,2-Kings,12,17,1,2-Kings_17:1,"In the twelfth year of Ahaz,0,0,0
9980,9981,OT,2-Kings,12,17,2,2-Kings_17:2,"And he did evil before the Lord,0,90,0
9981,9982,OT,2-Kings,12,17,3,2-Kings_17:3,"Shalmaneser,0,0,0
9982,9983,OT,2-Kings,12,17,4,2-Kings_17:4,"And when the king of the Assyrians discovered that Hoshea,0,0,0
9983,9984,OT,2-Kings,12,17,5,2-Kings_17:5,"And he wandered through the entire land. And ascending to Samaria,0,98,0
9984,9985,OT,2-Kings,12,17,6,2-Kings_17:6,"And in the ninth year of Hoshea,0,0,0
9985,9986,OT,2-Kings,12,17,7,2-Kings_17:7,"For it happened that,0,0,0
9986,9987,OT,2-Kings,12,17,8,2-Kings_17:8,"And they walked according to the rituals of the nations that the Lord had consumed in the sight of the sons of Israel,0,176,0
9987,9988,OT,2-Kings,12,17,9,2-Kings_17:9,"And the sons of Israel offended the Lord,0,0,0
